pid,ud1,ud1_d,ud2,ud2_d,ud3,ud3_d,ud4,ud4_d,ud5,ud5_d,ud6,ud6_d,ud7,ud7_d
80,0,-5.072499999999991,0,-6.1815,1,8.396999999999991,1,8.018,0,-1.0090000000000003,0,-11.783999999999992,1,0.5494999999999948
81,1,1.5485000000000042,0,-3.696000000000012,1,4.6965,0,-6.902000000000001,1,4.098500000000001,1,0.8590000000000089,0,-2.9470000000000027
82,1,6.6510000000000105,0,-3.926000000000002,1,2.1170000000000044,1,6.902000000000001,1,8.074999999999989,0,-14.295999999999992,1,0.839500000000001
83,0,-6.200000000000003,1,11.498999999999995,1,25.08,0,-4.705500000000001,1,7.996000000000009,0,-9.397999999999996,1,16.461499999999987
84,1,1.9699999999999989,1,25.980999999999995,0,-11.901499999999999,1,5.935000000000002,1,22.538999999999987,0,-19.0805,0,-6.502499999999998
85,1,0.24150000000000205,1,17.148500000000013,0,-7.8300000000000125,0,-14.092500000000001,1,15.876000000000005,0,-14.34899999999999,1,9.174499999999995
86,1,3.390999999999991,1,8.689999999999998,0,-2.5885000000000105,0,-18.813999999999993,1,8.081999999999994,0,-2.914999999999992,1,17.20750000000001
87,1,4.770499999999998,0,-15.774000000000001,1,1.7535000000000025,1,15.111499999999978,0,-2.8134999999999764,1,14.921999999999997,0,-5.251000000000005
88,0,-15.136499999999984,0,-6.992000000000019,1,16.887500000000017,0,-4.998999999999995,0,-11.787000000000006,1,12.847999999999985,0,-3.1370000000000005
89,1,10.953000000000003,0,-14.398499999999984,0,-31.53200000000001,1,12.320999999999998,0,-12.348000000000013,1,22.568000000000012,0,-6.2464999999999975
90,0,-20.49600000000001,1,28.874500000000012,1,3.457499999999982,0,-23.75,0,-20.314999999999998,0,-15.492499999999993,0,-2.013999999999996
91,1,14.433499999999995,0,-23.200999999999993,1,22.319999999999993,0,-9.819999999999993,1,20.139999999999986,1,9.830000000000013,0,-18.67
92,1,6.969999999999999,0,-29.549999999999983,1,13.699999999999989,0,-28.47999999999999,0,-5.980000000000004,1,14.650000000000006,0,-9.210000000000008
93,0,-5.329999999999998,1,15.0,1,2.4299999999999926,1,12.36,0,-9.519999999999996,0,-8.810000000000002,1,2.6599999999999966
94,0,-2.4200000000000017,1,11.989999999999995,0,-7.769999999999996,1,24.560000000000002,0,-5.3799999999999955,1,8.920000000000002,0,-3.0200000000000102
95,1,6.5800000000000125,0,-6.450000000000017,1,13.310000000000002,0,-10.379999999999995,1,13.009999999999991,0,-18.86999999999999,1,5.489999999999995
96,0,-8.560000000000002,1,13.140000000000015,1,10.0,1,1.8100000000000023,1,9.549999999999983,0,-9.5,1,16.689999999999998
97,1,0.28000000000000114,1,12.530000000000001,1,2.6399999999999864,0,-7.369999999999976,1,21.97,0,-15.380000000000024,1,14.330000000000013
98,0,-13.060000000000002,1,23.349999999999994,0,-16.039999999999992,1,3.2299999999999898,0,-2.9099999999999966,0,-23.049999999999983,1,17.19999999999999
99,0,-7.490000000000009,1,22.49000000000001,0,-13.079999999999984,1,5.599999999999994,1,23.650000000000006,0,-12.930000000000007,1,10.740000000000009
100,1,27.189999999999998,0,-12.409999999999997,1,8.530000000000001,0,-11.29000000000002,1,17.25,1,7.050000000000011,0,-43.170000000000016
101,1,4.060000000000002,0,-2.2099999999999795,0,-2.920000000000016,1,1.0699999999999932,1,4.060000000000002,0,-2.2099999999999795,0,-2.920000000000016
